"member_type","name","nationality","gender","professional_title","professional_profile","group_name","subgroup_name","group_code","group_status","group_status_note","group_uri","uri","membership_status","interest_represented","subgroup_status"
"Individual expert appointed in his/her personal capacity","AUTRUP Herman","Denmark","male","Professor","Environment
Public health
Research
Science","SCIENTIFIC COMMITTEE ON HEALTH AND ENVIRONMENTAL RISKS",,"E02265","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2265","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=11883","Member",,"Expert group on Toys
Member
Expert group on Fluoridation of Drinking Water
Member
Expert group on Framework Water Directive
Member
Expert group on Mixture of Chemicals
Member
Expert group on INIA model
Not a member
Expert group on Hera Report on Polycarboxylates in Detergent
Not a member
Expert group on Heavy Metal in Jewelleries
Not a member
Expert group on Improvements on Risk Assessment
Not a member
Expert group on Depleted Uranium
Not a member
Expert group on Mercury in energy-saving light lamps
Not a member
Expert group on Lead in Drinking Water
Not a member"
"Individual expert appointed in his/her personal capacity","BARD Denis","France","male","Professor","Environment
Public health
Research
Science","SCIENTIFIC COMMITTEE ON HEALTH AND ENVIRONMENTAL RISKS",,"E02265","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2265","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=11880","Member",,"Expert group on Improvements on Risk Assessment
Member
Expert group on Fluoridation of Drinking Water
Member
Expert group on Lead in Drinking Water
Member
Expert group on INIA model
Not a member
Expert group on Hera Report on Polycarboxylates in Detergent
Not a member
Expert group on Toys
Not a member
Expert group on Mixture of Chemicals
Not a member
Expert group on Heavy Metal in Jewelleries
Not a member
Expert group on Framework Water Directive
Not a member
Expert group on Depleted Uranium
Not a member
Expert group on Mercury in energy-saving light lamps
Not a member"
"Individual expert appointed in his/her personal capacity","CANNA MICHAELIDOU Stella","Cyprus","female","Doctor","Environment
Public health
Research
Science","SCIENTIFIC COMMITTEE ON HEALTH AND ENVIRONMENTAL RISKS",,"E02265","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2265","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=11889","Member",,"Expert group on Mercury in energy-saving light lamps
Member
Expert group on Improvements on Risk Assessment
Member
Expert group on Heavy Metal in Jewelleries
Member
Expert group on Lead in Drinking Water
Member
Expert group on INIA model
Not a member
Expert group on Hera Report on Polycarboxylates in Detergent
Not a member
Expert group on Toys
Not a member
Expert group on Mixture of Chemicals
Not a member
Expert group on Framework Water Directive
Not a member
Expert group on Depleted Uranium
Not a member
Expert group on Fluoridation of Drinking Water
Not a member"
"Individual expert appointed in his/her personal capacity","DEKANT Wolfgang","Germany","male","Professor","Environment
Public health
Research
Science","SCIENTIFIC COMMITTEE ON HEALTH AND ENVIRONMENTAL RISKS",,"E02265","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2265","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=11892","Member",,"Expert group on Mercury in energy-saving light lamps
Member
Expert group on Toys
Member
Expert group on Fluoridation of Drinking Water
Member
Expert group on Framework Water Directive
Member
Expert group on Depleted Uranium
Member
Expert group on INIA model
Not a member
Expert group on Hera Report on Polycarboxylates in Detergent
Not a member
Expert group on Mixture of Chemicals
Not a member
Expert group on Heavy Metal in Jewelleries
Not a member
Expert group on Improvements on Risk Assessment
Not a member
Expert group on Lead in Drinking Water
Not a member"
"Individual expert appointed in his/her personal capacity","DE VOOGT Pim","Netherlands","male","Professor","Environment
Public health
Research
Science","SCIENTIFIC COMMITTEE ON HEALTH AND ENVIRONMENTAL RISKS",,"E02265","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2265","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=11891","Member",,"Expert group on Hera Report on Polycarboxylates in Detergent
Member
Expert group on Depleted Uranium
Member
Expert group on INIA model
Not a member
Expert group on Toys
Not a member
Expert group on Mixture of Chemicals
Not a member
Expert group on Heavy Metal in Jewelleries
Not a member
Expert group on Framework Water Directive
Not a member
Expert group on Improvements on Risk Assessment
Not a member
Expert group on Fluoridation of Drinking Water
Not a member
Expert group on Mercury in energy-saving light lamps
Not a member
Expert group on Lead in Drinking Water
Not a member"
"Individual expert appointed in his/her personal capacity","GARD-FLOC'H Arielle","France","female","Professor","Environment
Public health
Research
Science","SCIENTIFIC COMMITTEE ON HEALTH AND ENVIRONMENTAL RISKS",,"E02265","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2265","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=11877","Member",,"Expert group on Hera Report on Polycarboxylates in Detergent
Member
Expert group on Fluoridation of Drinking Water
Member
Expert group on INIA model
Member
Expert group on Mixture of Chemicals
Member
Expert group on Toys
Not a member
Expert group on Heavy Metal in Jewelleries
Not a member
Expert group on Framework Water Directive
Not a member
Expert group on Improvements on Risk Assessment
Not a member
Expert group on Depleted Uranium
Not a member
Expert group on Mercury in energy-saving light lamps
Not a member
Expert group on Lead in Drinking Water
Not a member"
"Individual expert appointed in his/her personal capacity","GREIM Helmut","Germany","male","Professor","Environment
Public health
Research
Science","SCIENTIFIC COMMITTEE ON HEALTH AND ENVIRONMENTAL RISKS",,"E02265","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2265","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=11882","Member",,"Expert group on Improvements on Risk Assessment
Member
Expert group on Mixture of Chemicals
Member
Expert group on INIA model
Not a member
Expert group on Hera Report on Polycarboxylates in Detergent
Not a member
Expert group on Toys
Not a member
Expert group on Heavy Metal in Jewelleries
Not a member
Expert group on Framework Water Directive
Not a member
Expert group on Depleted Uranium
Not a member
Expert group on Fluoridation of Drinking Water
Not a member
Expert group on Mercury in energy-saving light lamps
Not a member
Expert group on Lead in Drinking Water
Not a member"
"Individual expert appointed in his/her personal capacity","HIRVONEN Ari","Finland","male","Doctor","Environment
Public health
Research
Science","SCIENTIFIC COMMITTEE ON HEALTH AND ENVIRONMENTAL RISKS",,"E02265","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2265","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=11876","Member",,"Expert group on Heavy Metal in Jewelleries
Member
Expert group on Mixture of Chemicals
Member
Expert group on INIA model
Not a member
Expert group on Hera Report on Polycarboxylates in Detergent
Not a member
Expert group on Toys
Not a member
Expert group on Framework Water Directive
Not a member
Expert group on Improvements on Risk Assessment
Not a member
Expert group on Depleted Uranium
Not a member
Expert group on Fluoridation of Drinking Water
Not a member
Expert group on Mercury in energy-saving light lamps
Not a member
Expert group on Lead in Drinking Water
Not a member"
"Individual expert appointed in his/her personal capacity","JANSSEN Colin","Belgium","male","Professor","Environment
Public health
Research
Science","SCIENTIFIC COMMITTEE ON HEALTH AND ENVIRONMENTAL RISKS",,"E02265","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2265","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=11879","Member",,"Expert group on Mercury in energy-saving light lamps
Member
Expert group on Improvements on Risk Assessment
Member
Expert group on Framework Water Directive
Member
Expert group on INIA model
Member
Expert group on Mixture of Chemicals
Member
Expert group on Hera Report on Polycarboxylates in Detergent
Not a member
Expert group on Toys
Not a member
Expert group on Heavy Metal in Jewelleries
Not a member
Expert group on Depleted Uranium
Not a member
Expert group on Fluoridation of Drinking Water
Not a member
Expert group on Lead in Drinking Water
Not a member"
"Individual expert appointed in his/her personal capacity","KRÄTKE Renate","Germany","female","Dr","Environment
Public health
Research
Science","SCIENTIFIC COMMITTEE ON HEALTH AND ENVIRONMENTAL RISKS",,"E02265","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2265","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=36320","Member",,"Expert group on INIA model
Not a member
Expert group on Hera Report on Polycarboxylates in Detergent
Not a member
Expert group on Toys
Not a member
Expert group on Mixture of Chemicals
Not a member
Expert group on Heavy Metal in Jewelleries
Not a member
Expert group on Framework Water Directive
Not a member
Expert group on Improvements on Risk Assessment
Not a member
Expert group on Depleted Uranium
Not a member
Expert group on Fluoridation of Drinking Water
Not a member
Expert group on Mercury in energy-saving light lamps
Not a member
Expert group on Lead in Drinking Water
Not a member"
"Individual expert appointed in his/her personal capacity","LINDERS Jan","Netherlands","male","Mr","Environment
Public health
Research
Science","SCIENTIFIC COMMITTEE ON HEALTH AND ENVIRONMENTAL RISKS",,"E02265","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2265","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=11884","Member",,"Expert group on Fluoridation of Drinking Water
Member
Expert group on Framework Water Directive
Member
Expert group on INIA model
Not a member
Expert group on Hera Report on Polycarboxylates in Detergent
Not a member
Expert group on Toys
Not a member
Expert group on Mixture of Chemicals
Not a member
Expert group on Heavy Metal in Jewelleries
Not a member
Expert group on Improvements on Risk Assessment
Not a member
Expert group on Depleted Uranium
Not a member
Expert group on Mercury in energy-saving light lamps
Not a member
Expert group on Lead in Drinking Water
Not a member"
"Individual expert appointed in his/her personal capacity","PETERLIN Borut","Slovenia","male","Professor","Environment
Public health
Research
Science","SCIENTIFIC COMMITTEE ON HEALTH AND ENVIRONMENTAL RISKS",,"E02265","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2265","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=11878","Member",,"Expert group on Depleted Uranium
Member
Expert group on INIA model
Not a member
Expert group on Hera Report on Polycarboxylates in Detergent
Not a member
Expert group on Toys
Not a member
Expert group on Mixture of Chemicals
Not a member
Expert group on Heavy Metal in Jewelleries
Not a member
Expert group on Framework Water Directive
Not a member
Expert group on Improvements on Risk Assessment
Not a member
Expert group on Fluoridation of Drinking Water
Not a member
Expert group on Mercury in energy-saving light lamps
Not a member
Expert group on Lead in Drinking Water
Not a member"
"Individual expert appointed in his/her personal capacity","TARAZONA Jose V.","Spain","male","Doctor","Environment
Public health
Research
Science","SCIENTIFIC COMMITTEE ON HEALTH AND ENVIRONMENTAL RISKS",,"E02265","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2265","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=11886","Member",,"Expert group on Improvements on Risk Assessment
Member
Expert group on Hera Report on Polycarboxylates in Detergent
Member
Expert group on Framework Water Directive
Member
Expert group on Heavy Metal in Jewelleries
Member
Expert group on Mixture of Chemicals
Member
Expert group on INIA model
Not a member
Expert group on Toys
Not a member
Expert group on Depleted Uranium
Not a member
Expert group on Fluoridation of Drinking Water
Not a member
Expert group on Mercury in energy-saving light lamps
Not a member
Expert group on Lead in Drinking Water
Not a member"
"Individual expert appointed in his/her personal capacity","TESTAI Emanuela","Italy","female","Doctor","Environment
Public health
Research
Science","SCIENTIFIC COMMITTEE ON HEALTH AND ENVIRONMENTAL RISKS",,"E02265","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2265","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=11881","Member",,"Expert group on Toys
Member
Expert group on Heavy Metal in Jewelleries
Member
Expert group on Mixture of Chemicals
Member
Expert group on INIA model
Not a member
Expert group on Hera Report on Polycarboxylates in Detergent
Not a member
Expert group on Framework Water Directive
Not a member
Expert group on Improvements on Risk Assessment
Not a member
Expert group on Depleted Uranium
Not a member
Expert group on Fluoridation of Drinking Water
Not a member
Expert group on Mercury in energy-saving light lamps
Not a member
Expert group on Lead in Drinking Water
Not a member"
